Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
178	NCT02231515	Prospective, Randomized, Controlled Study to Assess Efficacy,Safety, and Tolerability of SLT vs. PLT in Patients With POAG	Recruiting	No Results Available	Glaucoma and Ocular Hypertension	Device: Selective laser trabeculoplasty (SLT)|Device: Pattern laser trabeculoplasty (PLT)	University Hospital, Geneva	Both	Adult|Senior	Phase 4	30	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	1219	August 22, 2014	April 2014	null	September 1, 2014	September 2014	No Study Results Posted	null	April 2016	• Change in IOP from baseline to 1 month post-surgery as measured by tonometry|o Complete success: Reduction of at least 20% in IOP without medication|o Qualified success: Reduction of at least 20% in IOP with IOP-lowering medication	https://ClinicalTrials.gov/show/NCT02231515
179	NCT01987752	Safety and Efficacy of Combigan® Ophthalmic Solution in Korea	Completed	Has Results	Glaucoma, Open-Angle|Ocular Hypertension	Drug: brimonidine tartrate/timolol maleate Ophthalmic Solution	Allergan	Both	Child|Adult|Senior		732	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	190342-040	November 13, 2013	January 2009	November 2011	February 25, 2014	February 2014	February 25, 2014	null	November 2011	Percentage of Participants Reporting Adverse Events|Percentage of Participants With Overall Improvement From Baseline in Intraocular Pressure (IOP)	https://ClinicalTrials.gov/show/NCT01987752
180	NCT01976624	Safety and Efficacy of Bimatoprost/Timolol (Ganfort®) Ophthalmic Solution in Korea	Completed	Has Results	Glaucoma, Open-Angle|Ocular Hypertension	Drug: bimatoprost/timolol	Allergan	Both	Adult|Senior		756	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	192024-087	October 30, 2013	August 2009	January 2014	August 28, 2015	August 2015	June 22, 2015	null	January 2014	Number of Participants With Adverse Events and Adverse Drug Reactions|Change From Baseline in Intraocular Pressure (IOP)	https://ClinicalTrials.gov/show/NCT01976624
181	NCT01908816	An Open-label Extended Clinical Protocol of Ranibizumab to Evaluate Safety and Efficacy in Rare VEGF Driven Ocular Diseases.	Recruiting	No Results Available	Choroidal Neovascularization|Macular Edema|Glaucoma, Neovascular|Diabetic Retinopathy	Drug: ranibizumab	Novartis Pharmaceuticals|Novartis	Both	Adult|Senior	Phase 3	500	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CRFB002GFR02	July 20, 2013	September 2013	September 2017	June 2, 2015	June 2015	No Study Results Posted	ECLIPSE	September 2017	Rate and severity of serious and non-serious, ocular and non-ocular adverse events|Average change of BCVA for patients with CNV and ME|Average change of neovascularization extension for patients with neovascular glaucoma|Proportion of patient with Vitreous Cavity Hemorrhage occurrence for patient with proliferative retinopathy	https://ClinicalTrials.gov/show/NCT01908816
182	NCT02376725	Comparing Phaco/IOL Versus Phaco/IOL + Goniosynechialysis in Subjects With PACG	Completed	No Results Available	Glaucoma, Angle-closure	Procedure: Phaco/IOL|Procedure: Phaco/IOL + goniosynechialysis	Singapore National Eye Centre|National Medical Research Council (NMRC), Singapore|Singapore Eye Research Institute	Both	Adult|Senior		80	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Outcomes Assessor)	R796/80/2010	February 12, 2015	June 2011	February 2015	February 25, 2015	February 2015	No Study Results Posted	null	February 2015	Intraocular pressure as measured by Goldmann applanation tonometry|Per-operative and post-operative complications as determined by the examining/operating clinician|Peripheral anterior synechiae development as measured by gonioscopy|Degree of angle opening as measured by gonioscopy and anterior segment ocular coherence tomography	https://ClinicalTrials.gov/show/NCT02376725
183	NCT01833741	A Study of LUMIGAN® RC in the Clinical Setting	Completed	Has Results	Glaucoma, Primary Open Angle|Ocular Hypertension	Drug: Bimatoprost 0.01%	Allergan	Both	Adult|Senior	Phase 4	1137	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CLEAR	April 15, 2013	December 2009	March 2011	September 24, 2013	September 2013	July 9, 2013	null	March 2011	Percentage of Treatment-Naive Patients With Ocular Hyperemia|Percentage of Previously Treated (Switched) Patients With Ocular Hyperemia|Percentage of Patients Treated With Adjunctive Therapy With Ocular Hyperemia|Percent Change From Baseline in Intraocular Pressure (IOP) in the Study Eye of Treatment-Naive Patients|Percent Change From Baseline in IOP in the Study Eye of Previously Treated (Switched) Patients|Percent Change From Baseline in IOP in the Study Eye of Patients Treated With Adjunctive Therapy|Change From Baseline in IOP in the Study Eye of Treatment-Naive Patients|Change From Baseline in IOP in the Study Eye of Previously Treated (Switched) Patients|Change From Baseline in IOP in the Study Eye of Patients Treated With Adjunctive Therapy|Percentage of Patients Discontinuing Due to Ocular Adverse Events	https://ClinicalTrials.gov/show/NCT01833741
184	NCT01814761	A Study of Bimatoprost 0.01% in the Clinical Setting	Completed	No Results Available	Glaucoma, Primary Open Angle|Ocular Hypertension	Drug: Bimatoprost 0.01%	Allergan	Both	Adult|Senior	Phase 4	310	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	GMA-AP-EYE-AGN-001	March 18, 2013	May 2013	August 2014	September 19, 2014	September 2014	No Study Results Posted	APPEAL-Taiwan	August 2014	Percentage of Patients With Ocular Hyperemia|Change from Baseline in Intraocular Pressure (IOP)|Percentage of Patients Who Discontinue Due to an Adverse Event	https://ClinicalTrials.gov/show/NCT01814761
185	NCT02419508	SIMBRINZA® Suspension BID as an Adjunctive to Prostaglandin Analogue (PGA)	Recruiting	No Results Available	Open-Angle Glaucoma|Ocular Hypertension	Drug: Brinzolamide 1%/brimonidine 0.2% tartrate ophthalmic suspension|Drug: Brinz/brim vehicle|Drug: Prostaglandin analogue	Alcon Research	Both	Adult|Senior	Phase 4	280	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	GLH694-P001|2015-000736-15|REec-2015-1723	April 14, 2015	August 2015	September 2016	September 8, 2015	September 2015	No Study Results Posted	null	September 2016	Mean change from baseline in diurnal IOP at Week 6|Mean diurnal IOP at Week 6|Mean percentage change from baseline in diurnal IOP at Week 6|Mean change from baseline in IOP for each time point (09:00, 11:00, 16:00) at Week 6|Mean percentage change from baseline in IOP for each time point (09:00, 11:00, 16:00) at Week 6	https://ClinicalTrials.gov/show/NCT02419508
186	NCT02295358	The Effect of Omega-3 Fatty Acid Supplementation on Intraocular Pressure & Ocular Surface	Withdrawn	No Results Available	Open Angle Glaucoma|Ocular Hypertension		University of Colorado, Denver	Both	Adult|Senior		0	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	14-0235	November 13, 2014	November 2014	November 2015	July 8, 2015	July 2015	No Study Results Posted	null	November 2015	The Effect of Omega-3 Fatty Acid Supplementation on Intraocular Pressure|The Effect of Omega-3 Fatty Acid Supplementation on Ocular Surface	https://ClinicalTrials.gov/show/NCT02295358
187	NCT02278614	Efficacy and Safety Assessment of T2347 Versus Xalacom® in Ocular Hypertensive or Glaucomatous Patients	Completed	No Results Available	Open Angle Glaucoma|Ocular Hypertension	Drug: T2347|Drug: Xalacom	Laboratoires Thea	Both	Adult|Senior	Phase 3	242	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	LT2347-PIII-12/13	October 15, 2014	December 2014	August 2015	September 4, 2015	September 2015	No Study Results Posted	null	August 2015	non-inferiority of T2347 compared with Xalacom® on change in mean IOP at 9.00 am (± 1 hour) between the baseline (Day 0) and Day 84 in the worse eye	https://ClinicalTrials.gov/show/NCT02278614
188	NCT01983579	TF (SENSIMED Triggerfish) in Intraocular Anti-VEGF (Vascular Endothelial Growth Factor) Injection	Terminated	No Results Available	Neovascular Age Related Macular Degeneration (AMD)|Open Angle Glaucoma	Procedure: Intraocular anti-VEGF injection|Device: SENSIMED Triggerfish	Sensimed AG	Both	Adult|Senior	Phase 4	4	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Diagnostic|Masking: Open Label	TF-1304	October 24, 2013	October 2013	February 2014	March 4, 2014	November 2013	No Study Results Posted	null	February 2014	Peak amplitude on SENSIMED Trggerfish (TF) pattern within 2 hours of injection	https://ClinicalTrials.gov/show/NCT01983579
189	NCT01840215	Study on the Impact of Ocular Anesthetic Procedures in Ocular Blood Flow	Completed	No Results Available	Open Angle Glaucoma		Universitaire Ziekenhuizen Leuven	Both	Adult|Senior		240	Other	Observational	Time Perspective: Prospective	S16022013	April 17, 2013	February 2013	December 2014	May 28, 2015	February 2013	No Study Results Posted	null	December 2014	Ocular blood flow change	https://ClinicalTrials.gov/show/NCT01840215
190	NCT01779778	Diurnal and Nocturnal Effect of Travatan With SofZia Preservative on Intraocular Pressure and Ocular Perfusion Pressure	Completed	No Results Available	Open Angle Glaucoma|Ocular Hypertension		University of Colorado, Denver	Both	Adult|Senior		40	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	12-0175	January 28, 2013	April 2012	April 2013	March 25, 2014	March 2014	No Study Results Posted	null	April 2013	Intraocular Pressure|Intraocular Pressure Change Duration	https://ClinicalTrials.gov/show/NCT01779778
191	NCT01936129	Investigating the Neuroprotective Effect of Cop-1 (Copaxone) in Acute Primary Angle Closure	Recruiting	No Results Available	Glaucoma, Angle-closure, Primary, Acute	Drug: Copaxone|Drug: Placebo (buffered normal saline w/v)	Singapore Eye Research Institute	Both	Adult|Senior	Phase 3	196	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	R624/45/2008	August 28, 2013	September 2010	null	September 4, 2013	September 2013	No Study Results Posted	null	October 2013	Visual field progression using point-wise linear regression.|The secondary outcome measure will be the evaluation of structural changes of the optic nerve head.	https://ClinicalTrials.gov/show/NCT01936129
192	NCT02474238	Comparing Nd:YAG Laser and Sequential Double Frequency YAG-Nd:YAG Laser Iridotomy	Recruiting	No Results Available	Angle Closure Glaucoma	Device: The sequential technique|Device: The pure Nd:YAG laser technique	Prince of Songkla University	Both	Adult|Senior		82	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	EC-58-093-02-1	June 11, 2015	May 2015	April 2017	June 12, 2015	June 2015	No Study Results Posted	null	April 2017	Laser energy|Bleeding|Corneal endothelial cell count|Central corneal thickness|Patency of iridotomy|Intraocular pressure spike	https://ClinicalTrials.gov/show/NCT02474238
193	NCT02057575	Study Assessing Safety and Efficacy of PG324 Ophthalmic Solution in Patients With Elevated Intraocular Pressure	Completed	No Results Available	Open Angle Glaucoma|Ocular Hypertension	Drug: PG324 Ophthalmic Solution, 0.01%|Drug: PG324 Ophthalmic Solution, 0.02%|Drug: AR-13324 Ophthalmic Solution, 0.02%|Drug: Latanoprost Ophthalmic Solution, 0.005%	Aerie Pharmaceuticals	Both	Adult|Senior	Phase 2	298	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	PG324-CS201	February 6, 2014	January 2014	June 2014	July 9, 2015	July 2015	No Study Results Posted	null	June 2014	Intraocular Pressure [IOP]	https://ClinicalTrials.gov/show/NCT02057575
194	NCT02327312	Multicenter Investigation of Trabecular Micro-Bypass Stents vs. Laser Trabeculoplasty	Recruiting	No Results Available	Primary Open-Angle Glaucoma	Device: Stents|Procedure: Laser|Device: Laser Trabeculoplasty	Glaukos Corporation	Both	Adult|Senior		1200	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	GC-004	November 6, 2014	November 2014	November 2018	June 16, 2015	June 2015	No Study Results Posted	null	November 2018	IOP reduction|% IOP reduction	https://ClinicalTrials.gov/show/NCT02327312
195	NCT02042703	Imaging Lens Deposits in Exfoliation Syndrome	Recruiting	No Results Available	Exfoliation Syndrome|Primary Open Angle Glaucoma|Cataracts	Device: anterior segment OCT	Duke University	Both	Adult|Senior		60	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	Pro00050919	January 21, 2014	February 2014	June 2016	March 5, 2015	March 2015	No Study Results Posted	null	June 2016	Amount of exfoliation deposits on the lens as measured by AS-OCT	https://ClinicalTrials.gov/show/NCT02042703
196	NCT02279472	Optical Coherence Tomography Quantitative Analysis of Changes in Anterior Chamber After Laser Peripheral Lridotomy	Recruiting	No Results Available	Primary Angle Closure Glaucoma	Procedure: Laserex Tango Nd:YAG, Ellex-SuperQ Medical, Australia	Second Xiangya Hospital of Central South University	Both	Adult|Senior		40	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	SecondXHCSU	September 30, 2014	October 2014	January 2015	October 28, 2014	October 2014	No Study Results Posted	null	December 2014	Changes in anterior chamber after LPI at 1 month	https://ClinicalTrials.gov/show/NCT02279472
197	NCT01806402	Evaluation of OCT Measurements	Completed	No Results Available	Assess Eye Measurements in Patients Having Retina Pathology or Glaucoma		Optovue	Both	Adult|Senior		135	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	20130104	March 5, 2013	February 2013	August 2013	January 20, 2014	January 2014	No Study Results Posted	null	August 2013	Retina thickness	https://ClinicalTrials.gov/show/NCT01806402
198	NCT01862627	Macular Retinoschisis and Detachment Associated With Glaucomatous Optic Neuropathy	Completed	No Results Available	Macular Retinoschisis|Macular Detachment|Normal Tension Glaucoma	Procedure: Optical coherence tomography	Kyorin University	Both	Child|Adult|Senior		11	Other	Observational	Observational Model: Case-Only|Time Perspective: Retrospective	Kyorineye011	May 15, 2013	December 2004	null	August 18, 2014	August 2014	No Study Results Posted	null	April 2013	Optical coherence tomography|Visual recovery	https://ClinicalTrials.gov/show/NCT01862627
199	NCT02405884	Intraocular Pressure and Hemodialysis Midwestern Brazil	Completed	No Results Available	Renal Insufficiency, Chronic|Glaucoma	Other: Kowa HA-2 Perkins applanation tonometer.	VER Excelência em Oftalmologia	Both	Adult|Senior		39	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	20328813.0.0000.0037	March 24, 2015	January 2014	October 2014	March 31, 2015	March 2015	No Study Results Posted	EHPIOBRAZIL	July 2014	assess changes in intraocular pressure (mmHg) before and after hemodialysis	https://ClinicalTrials.gov/show/NCT02405884
200	NCT01925391	The Measurement of Intraocular Pressure in Normal Children Under General Anesthesia With and Without Nitrous Oxide and Anesthetic Eye Drops	Completed	No Results Available	Glaucoma|Intraocular Pressure|Anesthesia	Drug: Tono-pen XL Applanation tonometer + Ocu-film +	University of Miami	Both	Child|Adult	Phase 0	75	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Diagnostic|Masking: Single Blind (Subject)	20120451	August 12, 2013	January 2013	May 2014	June 13, 2014	June 2014	No Study Results Posted	IOP	May 2014	Measurement of intraocular pressure in nonglaucomatous children under Nitrous oxide/Oxygen/topical anesthesia and Nitrous oxide/Sevoflurane/oxygen/Topical anesthesia.	https://ClinicalTrials.gov/show/NCT01925391
201	NCT02138461	Tolerability of Bimatoprost 0.01% vs Latanoprost Eye Drops	Completed	Has Results	Glaucoma		MDbackline, LLC|Allergan	Both	Adult|Senior		211	Other|Industry	Observational	Observational Model: Cohort|Time Perspective: Retrospective	JH-ALG-MDB-1301	May 9, 2014	October 2013	September 2014	September 16, 2014	September 2014	September 16, 2014	null	September 2014	Tolerability of Medications as Measured by the COMTOL Validated Instrument	https://ClinicalTrials.gov/show/NCT02138461
202	NCT01931904	Eye Pressure Lowering Surgery	Recruiting	No Results Available	Glaucoma		Oregon Health and Science University	Both	Adult|Senior		40	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	IRB000009745|1R01EY023285	August 27, 2013	February 2014	June 2016	April 21, 2015	April 2015	No Study Results Posted	IOP	June 2016	Effects of Intraocular Pressure (IOP) Reduction on Ocular Perfusion	https://ClinicalTrials.gov/show/NCT01931904
203	NCT02390284	Stop Retinal Ganglion Cell Dysfunction Study	Recruiting	No Results Available	Glaucoma	Drug: Latanoprost|Drug: Bimatoprost|Drug: Travoprost|Drug: Timolol|Drug: Dorzolamide|Drug: Brinzolamide|Drug: Acetazolamide|Drug: Methazolamide	University of Miami|National Eye Institute (NEI)	Both	Adult|Senior	Phase 3	500	Other|NIH	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Open Label	20140587|R01EY014957	March 10, 2015	September 2014	July 2019	September 28, 2015	September 2015	No Study Results Posted	STOP-RGCD	July 2019	Retinal Nerve Fiber Layer Thickness change through Optical Coherence Tomography evaluation|Pattern Electroretinogram Changes	https://ClinicalTrials.gov/show/NCT02390284
204	NCT01915706	The Effect of Scheduled Ripcord Removal on the Outcomes of Baerveldt 350 Implants	Recruiting	No Results Available	Glaucoma	Procedure: Ripcord removal	Duke University	Both	Adult|Senior		50	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Single Blind (Investigator)	Pro00047845	July 31, 2013	September 2013	July 2015	October 2, 2014	October 2014	No Study Results Posted	null	April 2015	Incidence of post-operative complications|Incidence of successful intraocular pressure control	https://ClinicalTrials.gov/show/NCT01915706
205	NCT02050880	OCT Agreement and Crossed Precision Study	Completed	No Results Available	Glaucoma|Retinal Disease|Corneal Disease		Nidek Co. LTD.	Both	Adult|Senior		119	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	RS-3000 series Protocol 1	January 22, 2014	January 2014	June 2014	September 25, 2014	September 2014	No Study Results Posted	null	June 2014	Retinal thickness|Optic Disc Analysis|Corneal Thickness	https://ClinicalTrials.gov/show/NCT02050880
206	NCT02287545	Biomechanical Changes After Trabeculectomy	Completed	No Results Available	Glaucoma, Primary	Procedure: trabeculectomy	Technische Universität Dresden	Both	Adult|Senior		30	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	EK399122012	November 4, 2014	February 2013	February 2015	August 20, 2015	August 2015	No Study Results Posted	TE-biomech	February 2015	Corneal biomechanical changes following trabeculectomy|Intraocular pressure after trabeculectomy	https://ClinicalTrials.gov/show/NCT02287545
207	NCT02084745	Timing of Glaucoma Drainage Device With Boston KPro Surgery	Recruiting	No Results Available	Corneal Diseases|Corneal Opacity	Device: Boston keratoprosthesis type 2|Device: Glaucoma drainage device	Centre hospitalier de l'Université de Montréal (CHUM)|Centre de Recherche du Centre Hospitalier de l'Université de Montréal	Both	Adult|Senior		60	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	CE13.277	February 27, 2014	March 2014	March 2017	September 24, 2014	September 2014	No Study Results Posted	GDD-KPro	March 2017	Visual field mean deviation|Disc Damage Likelihood Scale (DDLS) on clinical examination|Disc Damage Likelihood Scale (DDLS) on stereoscopic photographs of the optic nerve|Ocular complications|Visual acuity	https://ClinicalTrials.gov/show/NCT02084745
208	NCT02558712	Technology-based Eye Care Services (TECS) Compare	Not yet recruiting	No Results Available	Cataract|Macular Degeneration|Glaucoma	Other: Technology-based Eye Care Services (TECS) Protocol	Emory University	Both	Adult|Senior		600	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	IRB00080630	September 21, 2015	October 2015	September 2017	September 22, 2015	September 2015	No Study Results Posted	null	September 2017	Number of patients with accurate diagnosis of eye diseases from TECS protocol versus face to face eye exam|Number of patients appropriately referred from the TECS protocol|Number of participants with an accurate diagnosis for anterior segment disease|Inter-reader variability of the TECS protocol|Intra-reader variability of the TECS protocol|Compare auto-refraction eyeglass prescriptions with manifest-refraction eyeglass prescriptions	https://ClinicalTrials.gov/show/NCT02558712
209	NCT02526706	Using a Type of Blue Dye to Observe Bleb Function During Cataract Surgery	Not yet recruiting	No Results Available	Glaucoma	Other: VisionBlue	Wills Eye	Both	Adult|Senior		20	Other	Interventional	Intervention Model: Single Group Assignment|Masking: Open Label	15-494	August 10, 2015	August 2015	August 2016	August 14, 2015	August 2015	No Study Results Posted	null	August 2016	Change in intraocular pressure (IOP) post surgery|The Indiana Bleb Appearance Grading System (IBAGS) will be used for bleb grading|Change in Glaucoma medication from pre to post surgery	https://ClinicalTrials.gov/show/NCT02526706
210	NCT02526654	How Well Does the Data Obtained From Heidelberg Edge Perimeter Visual Field Compare to Standard Octopus Visual Field	Active, not recruiting	No Results Available	Glaucoma	Device: Heidelberg Edge Perimeter|Device: Octopus Visual Field	Wills Eye	Both	Adult|Senior		140	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Diagnostic|Masking: Open Label	13-340	July 30, 2015	July 2014	September 2015	August 17, 2015	August 2015	No Study Results Posted	HEP	May 2015	Mean Deviation (MD) and Pattern Standard Deviation (PSD) values from machines will be compared between HEP and Octopus Visual Field machines.	https://ClinicalTrials.gov/show/NCT02526654
211	NCT02385370	Bleb Function and Morphology With Intratendon Injection of MMC Compared With Standard Method	Recruiting	No Results Available	Glaucoma	Drug: MMC|Drug: MMC	Shahid Beheshti Medical University	Both	Adult|Senior	Phase 3	126	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	92181	March 4, 2015	December 2014	null	March 10, 2015	December 2014	No Study Results Posted	conj mmc	December 2015	IOP (intraocular pressure)|Bleb morphology	https://ClinicalTrials.gov/show/NCT02385370
212	NCT02384772	Survey of Patients Taking IOP-Lowering Eye Drops	Completed	No Results Available	Glaucoma|Ocular Hypertension	Other: Survey	ForSight Vision5, Inc.	Both	Child|Adult|Senior		160	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	FSV5-MKT-001	December 15, 2014	January 2015	May 2015	June 9, 2015	June 2015	No Study Results Posted	null	May 2015	Descriptive Statistics of Subject Perceptions of Different IOP-Lowering Treatments	https://ClinicalTrials.gov/show/NCT02384772
213	NCT02366065	Does Oral Acetaminophen Lower Intraocular Pressure?	Recruiting	No Results Available	Glaucoma	Drug: Acetaminophen	Johns Hopkins University	Both	Adult|Senior	Phase 0	10	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	CIR00006973	January 28, 2015	January 2015	January 2016	September 6, 2015	September 2015	No Study Results Posted	null	January 2016	Lowering Eye Pressure	https://ClinicalTrials.gov/show/NCT02366065
214	NCT02328456	Effect of SMS Reminder and Free Eye Drops on Follow-up Adherence After Trabeculectomy Surgery in Rural China	Recruiting	No Results Available	Glaucoma|Adherence	Other: SMS and free eye drops	Congdon Nathan|Orbis|Sun Yat-sen University	Both	Child|Adult|Senior		174	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Health Services Research|Masking: Open Label	ZOC-CREST-COMPLIANCE-GLAUCOMA	December 23, 2014	November 2014	null	December 30, 2014	December 2014	No Study Results Posted	null	December 2015	Not-attended rate|Knowledge and Attitudes about glaucoma, glaucoma surgery and importance of follow-up using a questionnaire|Intraocular pressure|Satisfaction with surgery using a patient satisfaction questionnaire	https://ClinicalTrials.gov/show/NCT02328456
215	NCT02313259	The Impact of Ocular Diseases on Driving: a Prospective Study	Active, not recruiting	No Results Available	Macular Degeneration|Glaucoma	Other: Speed discrimination test|Behavioral: Driving simulation	Centre Hospitalier Universitaire de Québec, CHU de Québec	Both	Adult|Senior		60	Other	Observational	Time Perspective: Prospective	2012-1593, DR-002-1370	August 25, 2014	February 2012	February 2016	September 11, 2015	September 2015	No Study Results Posted	null	February 2016	Speed discrimination threshold|Driving performance	https://ClinicalTrials.gov/show/NCT02313259
216	NCT02209077	Spectralis OCT Repeatability and Reproducibility Study	Completed	No Results Available	Glaucoma	Device: OCT performed to collect data from the back of the eye	Heidelberg Engineering GmbH	Both	Adult|Senior		32	Industry	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	S-2013-1 Study (REPRO)	August 12, 2013	June 2013	July 2013	August 1, 2014	August 2014	No Study Results Posted	S-2013-1	July 2013	Reproducibility and repeatability of multiple parameters (measured with OCT in the back of the eye) between different studies and different subject types	https://ClinicalTrials.gov/show/NCT02209077
217	NCT02154217	Comparison of the Effects of Bimatoprost and a Fixed Combination of Latanoprost and Timolol on 24-hour Blood and Ocular Perfusion Pressures	Completed	No Results Available	Glaucoma	Drug: Bimatoprost|Drug: Latanoprost/Timolol	University of Milan	Both	Adult|Senior	Phase 3	200	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	LR-BLT	May 21, 2014	null	null	May 29, 2014	May 2014	No Study Results Posted	null	December 2004	Difference in mean diastolic and systolic perfusion pressures	https://ClinicalTrials.gov/show/NCT02154217
218	NCT02108288	Pharmacokinetic Study of OPC-1085EL Ophthalmic Solution in Healthy Male Adult Volunteers	Completed	Has Results	Glaucoma|Ocular Hypertension	Drug: OPC-1085EL ophthalmic solution|Drug: Carteolol long-acting ophthalmic solution|Drug: Latanoprost ophthalmic solution	Otsuka Pharmaceutical Co., Ltd.	Male	Adult	Phase 1	30	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Parallel Assignment|Masking: Open Label	1085EL-13-004	March 27, 2014	April 2014	August 2014	April 2, 2015	April 2015	March 23, 2015	null	May 2014	Cmax of Carteolol|Cmax of Latanoprost Acid|Tmax of Carteolol|Tmax of Latanoprost Acid	https://ClinicalTrials.gov/show/NCT02108288
219	NCT02088528	The Ghana Primary Tube Versus Trabeculectomy Study	Recruiting	No Results Available	Glaucoma	Device: Aurolab glaucoma drainage device|Procedure: Trabeculectomy with mitomycin-c	Tema Christian Eye Center|International Glaucoma Association|HCA International Foundation	Both	Adult|Senior		298	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	TCEC 044/13-14	March 11, 2014	March 2014	null	March 14, 2014	March 2014	No Study Results Posted	GPTVT	March 2021	Change in intraocular pressure|Complication rates|Visual acuity|Visual field|Reoperation for glaucoma|Supplemental medical therapy|Quality of life	https://ClinicalTrials.gov/show/NCT02088528
