Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
123	NCT02155478	Comparison of the Capsular Stability With Two Different IOL Models in Patients With Pseudoexfoliation Syndrome: an Exploratory Study	Recruiting	No Results Available	Cataract	Device: ISERT 250 (HOYA, Japan): a standard IOL|Device: AMO ZCB00 IOL (Abbott Medical Optics, United States): a standard IOL	Vienna Institute for Research in Ocular Surgery	Both	Adult|Senior		30	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Primary Purpose: Prevention|Masking: Open Label	PXF	June 2, 2014	February 2013	February 2015	June 3, 2014	June 2014	No Study Results Posted	null	February 2015	Difference between the two IOLS in postoperative IOL tilt (degrees) and decentration (mm) measured with the Purkinjemeter|Horizontal and vertical IOL tilt (in °) evaluated from AS-OCT and Scheimpflug images|Change in rhexis diameter (mm in retroillumination foto)|Change in anterior chamber depth (in mm) measured with the AC Master|Subjective evaluation of IOL - anterior capsule interconnection ( capsule overlapping the IOL optic edge in slitlamp examination)|Change in aqueous flare measured with laser flare meter	https://ClinicalTrials.gov/show/NCT02155478
124	NCT02155348	Comparison Between Bilateral Multifocal Intraocular Lenses and Pseudophakic Monovision	Recruiting	No Results Available	Cataract	Procedure: Bilateral cataract surgery with implantation of multifocal IOLs|Procedure: Bilateral cataract surgery with monovision|Device: Lentis LS-313	Vienna Institute for Research in Ocular Surgery	Both	Adult|Senior		70	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	Lentis	June 2, 2014	June 2013	May 2015	June 3, 2014	June 2014	No Study Results Posted	null	January 2015	Spectacle independence of patients with bilateral multifocal intraocular lenses in comparison to patients with pseudophakic monovision evaluated using a questionnaire|Uncorrected and Best Corrected Distance Visual Acuity, Uncorrected and Distance Corrected Intermediate Visual Acuity, Uncorrected and Distance Corrected Near Visual Acuity between the test and the control group|Reading Speed|Stereo Vision and Contrast Sensibility	https://ClinicalTrials.gov/show/NCT02155348
125	NCT02151305	Different Hemostasis According to the Anesthetic Agents	Completed	No Results Available	Cataract|Retina Detachment|Pterygium|Keratitis|Vitreous Hemorrhage	Drug: Propofol, remifentanil|Drug: Sevoflurane	Seoul National University Bundang Hospital	Both	Adult|Senior		66	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Supportive Care|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	ROTEM_anesthesia	May 27, 2014	August 2010	April 2012	May 27, 2014	May 2014	No Study Results Posted	null	April 2012	Clotting time of ROTEM|Clot firmness time of ROTEM|Alpha angle of ROTEM|Maximum clot firmness of ROTEM|Hemoglobin|Hematocrit|Platelet count|International normalized ratio of prothrombin time|Activated partial thromboplastin time|Fibrinogen	https://ClinicalTrials.gov/show/NCT02151305
126	NCT02146599	Patient Perception of Visual Quality and Function	Completed	Has Results	Cataract	Other: Administration of patient self-assessment	Abbott Medical Optics	Both	Adult|Senior		301	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	QPRO-101-SIVQ	May 20, 2014	May 2014	July 2014	September 10, 2015	September 2015	July 7, 2015	null	July 2014	Use of Corrective Visual Aids (i.e., Spectacles, Contact Lenses) Post Intraocular Lens (IOL) Surgery	https://ClinicalTrials.gov/show/NCT02146599
127	NCT02084576	Anti-inflammatory Efficacy for Prophylaxis of Cystoid Macular Edema (CME) After Phacoemulsification	Completed	No Results Available	Cystoid Macular Edema|Cataract	Drug: Nepafenac|Drug: Ketorolac	Hospital Oftalmologico de Brasilia	Both	Adult|Senior	Phase 4	40	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Investigator, Outcomes Assessor)	2014.02|HOB03022014	February 18, 2014	August 2013	February 2014	March 10, 2014	March 2014	No Study Results Posted	null	August 2013	The incidence of CME was evaluated by retinal foveal thickness on optical coherence tomography (OCT)|Postoperative corrected distance visual acuity	https://ClinicalTrials.gov/show/NCT02084576
128	NCT02073266	Impact of C3F8 or SF6 Use and Length of Face-down Positioning (7 vs 14 Days Respectively) in Macular Hole Surgery.	Completed	No Results Available	Macular Holes|Visual Acuity Gain|Cataract|Complications	Procedure: Macular hole surgery using a 25 G pars plana vitrectomy, ILM peeling, fluid-air exchange followed by air-gas exchange with SF6 or C3F8.	Centre Hospitalier Universitaire de Québec, CHU de Québec	Both	Adult|Senior		59	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	2012-1429, DR-002-1266	February 25, 2014	January 2010	May 2013	February 25, 2014	February 2014	No Study Results Posted	null	December 2012	Macular hole closure and visual acuity gain|Cumulative incidence of cataract development and proportion of complications	https://ClinicalTrials.gov/show/NCT02073266
129	NCT01995630	Optical Quality After Implantation of a Spherical or Aspherical Intraocular Lens in Hypermetropic Patients	Recruiting	No Results Available	Cataract|Spherical Aberrations|Intraocular Lenses|Depth of Focus	Device: AMO Tecnis ZA9003|Device: AMO Sensar AR40e	Medical University of Graz	Both	Adult|Senior		220	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	SIOLvsAIOL	November 21, 2013	November 2013	null	April 7, 2015	April 2015	No Study Results Posted	null	September 2015	Distance-corrected intermediate visual acuity|Distance-corrected near visual acuity|Uncorrected distance visual acuity|Corrected distance visual acuity|Uncorrected near visual acuity|Corrected near visual acuity|Pseudoaccomodation|Photopic contrast sensitivity|Mesopic contrast sensitivity|Spherical aberrations|High order aberrations	https://ClinicalTrials.gov/show/NCT01995630
130	NCT01979172	Comparison of Intraocular Lens Power Calculation Methods After Corneal Laser Refractive Surgery in Axial and Refractive Ammertropia	Recruiting	No Results Available	Cataract|Refractive Errors		The National Eye Hospital, Cairo, Egypt	Both	Child|Adult|Senior		400	Other	Observational	Time Perspective: Prospective	LASIK/IOL	November 3, 2013	November 2013	March 2014	November 3, 2013	November 2013	No Study Results Posted	null	March 2014	Best Selected IOL calculation formula	https://ClinicalTrials.gov/show/NCT01979172
131	NCT01978106	Comparisons of the Astigmatic Power of Toric Intraocular Lens Using Three Toric Calculators: AcrySof, TECNIS, and iTrace Toric Calculator	Completed	No Results Available	Cataract|Astigmatism		Yonsei University	Both	Adult|Senior		100	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	1-2013-0041	October 31, 2013	January 2013	April 2013	November 6, 2013	November 2013	No Study Results Posted	null	April 2013	Difference of toric intraocular lens power between three toric calculators	https://ClinicalTrials.gov/show/NCT01978106
132	NCT01767012	Aqueous Flare of a Hydrophobic Acrylic Single-piece Open-loop IOL With Modified Material Surface Properties	Completed	No Results Available	Cataract|Diabetes|Pseudoexfoliation Syndrome	Device: Polylens EC-HY10-PAL (coated)|Device: Polylens EC-Y10-PAL (uncoated)	Vienna Institute for Research in Ocular Surgery	Both	Adult|Senior	Phase 4	40	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	Viros_POLYLENS	January 6, 2013	August 2010	November 2012	January 9, 2013	January 2013	No Study Results Posted	POL	August 2012	Amount of aqueous flare measured with a Laser flare meter|Anterior capsule opacification (measured as brightness of anterior capsular reflect on slitlamp photographs)	https://ClinicalTrials.gov/show/NCT01767012
133	NCT02487160	Clinical Evaluation of the Lenstec SBL-3 Multifocal Intraocular Lens	Not yet recruiting	No Results Available	Cataracts|Presbyopia	Device: SBL-3 multifocal intraocular lens|Device: Control monofocal intraocular lens	Lenstec Incorporated	Both	Adult|Senior	Phase 2|Phase 3	510	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	SBL-INI-02-13	June 25, 2015	August 2015	August 2017	August 18, 2015	August 2015	No Study Results Posted	null	August 2016	photopic, distance corrected, monocular near visual acuity|presence or absence of adverse events|photopic, distance corrected, monocular intermediate visual acuity|photopic, best corrected, monocular distance visual acuity|Proportion of subjects who are independent of spectacles	https://ClinicalTrials.gov/show/NCT02487160
134	NCT02109276	Study of the Effect of Aspheric Lenses in Patients With Fuch's Dystrophy	Recruiting	No Results Available	Fuch's Endothelial Dystrophy|Cataracts	Device: Spheric Sensar(R) 3-piece IOL|Device: Aspheric Tecnis(R) 3-piece IOL	Queen's University	Both	Adult|Senior		72	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	OPTH-151-14	April 7, 2014	April 2014	September 2017	October 1, 2015	October 2015	No Study Results Posted	null	June 2017	Change in contrast sensitivity.|Higher Order Aberrations	https://ClinicalTrials.gov/show/NCT02109276
135	NCT02042703	Imaging Lens Deposits in Exfoliation Syndrome	Recruiting	No Results Available	Exfoliation Syndrome|Primary Open Angle Glaucoma|Cataracts	Device: anterior segment OCT	Duke University	Both	Adult|Senior		60	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	Pro00050919	January 21, 2014	February 2014	June 2016	March 5, 2015	March 2015	No Study Results Posted	null	June 2016	Amount of exfoliation deposits on the lens as measured by AS-OCT	https://ClinicalTrials.gov/show/NCT02042703
136	NCT01936740	Comparison of Two Phacoemulsification-methods: HF EasyTip 2.2mm vs. HF EasyTip 2.8mm	Completed	No Results Available	Cataracts	Procedure: cataract surgery	Medical University of Vienna	Both	Adult|Senior		50	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)	Ek Nr: 1268/2012	September 3, 2013	June 2012	June 2013	September 5, 2013	September 2013	No Study Results Posted	null	October 2012	phacoemulsification time|effective phacoemulsification time|fluid volume|postoperative corneal oedema|postoperative endotheial cell loss	https://ClinicalTrials.gov/show/NCT01936740
137	NCT01936727	Comparison of Two Phacoemulsification-methods: EasyTip 2.2mm vs. Infusion Assisted EasyTip 2.2mm	Completed	No Results Available	Cataracts	Procedure: cataract surgery	Medical University of Vienna	Both	Adult|Senior		50	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)	EK Nr:1053/2011	September 3, 2013	December 2011	August 2012	September 5, 2013	September 2013	No Study Results Posted	null	February 2012	phacoemulsification time|effective phacoemulsification time|fluid volume|postoperative corneal oedema|postoperative endotheial cell loss	https://ClinicalTrials.gov/show/NCT01936727
138	NCT01936714	Comparison of Two Phacoemulsification-methods: Low Fluidic EasyTip 2.2mm vs. High Fluidic EasyTip 2.2mm	Completed	No Results Available	Cataracts	Procedure: cataract surgery	Medical University of Vienna	Both	Adult|Senior		50	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)	EK Nr: 2007/2012	September 3, 2013	February 2013	September 2013	April 9, 2015	April 2015	No Study Results Posted	null	March 2013	phacoemulsification time|effective phacoemulsification time|fluid volume|postoperative corneal oedema|postoperative endotheial cell loss	https://ClinicalTrials.gov/show/NCT01936714
139	NCT01846078	Accuracy of Holladay 2 Formula in the Absence of Lens Thickness	Completed	No Results Available	Cataracts	Device: optical biometric measurement (IOLMaster)	Mahidol University	Both	Adult|Senior		143	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	Si343/2012	April 30, 2013	June 2012	December 2012	May 2, 2013	April 2013	No Study Results Posted	null	September 2012	mean absolute error of Holladay2 formula	https://ClinicalTrials.gov/show/NCT01846078
140	NCT02434588	Evaluation of an Iris Dilatation Ring in Cataract Surgery (ADICC-ID)	Recruiting	No Results Available	Small Pupil	Device: Bhattacharjee ring	Fondation Ophtalmologique Adolphe de Rothschild	Both	Adult|Senior		20	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	JFO_2014-27|ID-RCB 2014-A01880-47	April 14, 2015	April 2015	null	April 30, 2015	April 2015	No Study Results Posted	ADICC-ID	May 2016	Proportion of patients with dilated iris ≥ 6 mm|Proportion of patients with dilated iris ≥ 6 mm after instillation of dilating eye drops|Proportion of patients with ≥ 6mm iris dilation after surgery|Proportion of patients with iris retraction ≤ 4 mm immediately|Surgeon feeling operational conditions on an visual analogic scale|Change for Malyugin ring during surgery	https://ClinicalTrials.gov/show/NCT02434588
141	NCT01808560	Treatment of Meibomian Gland Dysfunction Prior to Cataract Surgery	Completed	No Results Available	Blepharitis|Dry Eye Syndrome	Device: LipiFlow Pre-Treatment|Device: LipiFlow Post-treatment	TearScience, Inc.	Both	Adult|Senior		34	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Open Label	LF005	March 7, 2013	March 2013	January 2015	February 4, 2015	February 2015	No Study Results Posted	null	January 2015	Mean change in total meibomian gland score|Mean change in Ocular Surface Disease Index (OSDI) questionnaire score	https://ClinicalTrials.gov/show/NCT01808560
142	NCT02526706	Using a Type of Blue Dye to Observe Bleb Function During Cataract Surgery	Not yet recruiting	No Results Available	Glaucoma	Other: VisionBlue	Wills Eye	Both	Adult|Senior		20	Other	Interventional	Intervention Model: Single Group Assignment|Masking: Open Label	15-494	August 10, 2015	August 2015	August 2016	August 14, 2015	August 2015	No Study Results Posted	null	August 2016	Change in intraocular pressure (IOP) post surgery|The Indiana Bleb Appearance Grading System (IBAGS) will be used for bleb grading|Change in Glaucoma medication from pre to post surgery	https://ClinicalTrials.gov/show/NCT02526706
143	NCT01988246	Prevention of Macular Edema In Patients With Diabetic Retinopathy Undergoing Cataract Surgery	Recruiting	No Results Available	Diabetic Retinopathy	Drug: Aflibercept|Drug: Sham	Rishi Singh|Regeneron Pharmaceuticals|The Cleveland Clinic	Both	Adult|Senior	Phase 1|Phase 2	30	Other|Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Prevention|Masking: Single Blind (Subject)	PROMISE Trial	October 30, 2013	December 2013	September 2016	August 31, 2015	August 2015	No Study Results Posted	PROMISE	June 2016	Safety and Efficacy|Visual Acuity	https://ClinicalTrials.gov/show/NCT01988246
144	NCT02495220	Efficacy of Dexmedetomidine for Postoperative Analgesia in Infantile Cataract Surgery	Recruiting	No Results Available	Postoperative Pain|Postoperative Vomiting	Drug: SB dexmedetomidine bupivacaine block|Drug: intravenous dexmedetomidine	Assiut University	Both	Child	Phase 2|Phase 3	80	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	IRB00008711068	July 3, 2015	July 2015	November 2015	July 10, 2015	July 2015	No Study Results Posted	null	November 2015	Postoperative assessment for number of infants requiring rescue analgesia .|CRIES pain scale score|vomiting scale score|Number of oculocardiac reflex(OCR)events(acute reduction in heart rate of >20%).	https://ClinicalTrials.gov/show/NCT02495220
145	NCT01778959	Methods to Manage Intra-operative Floppy-iris Syndrome and Poor Pupil Dilation in Cataract Surgery	Recruiting	No Results Available	Management of Intraoperative Floppy-iris Syndrome and Small Pupils With Different Mechanical Devices	Device: Malyugin Ring|Device: Iris hooks|Device: standard OVD|Device: OVD	Vienna Institute for Research in Ocular Surgery	Both	Adult|Senior		80	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	IFIS	January 25, 2013	February 2012	December 2013	January 25, 2013	January 2013	No Study Results Posted	IFIS	July 2013	Mean difference in flare (pre-operatively to 1 day post-operatively) between the OVD and the device group	https://ClinicalTrials.gov/show/NCT01778959
146	NCT01841437	Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery Postmarket Registry	Recruiting	No Results Available	Primary Open-angle Glaucoma	Device: iStent	Glaukos Corporation	Both	Child|Adult|Senior	Phase 4	500	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	GTS100-PAR	April 24, 2013	September 2013	August 2019	June 3, 2015	June 2015	No Study Results Posted	null	August 2019	Rate of sight-threatening adverse events|Other ocular adverse events	https://ClinicalTrials.gov/show/NCT01841437
147	NCT02209961	Combined Ex-PRESS Implantation Alone or With Phacoemulsification for Glaucoma Associated With Cataract	Enrolling by invitation	No Results Available	Glaucoma and Ocular Hypertension		Hillel Yaffe Medical Center	Both	Adult|Senior		100	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	0054-13	March 19, 2014	March 2014	June 2016	August 5, 2014	August 2014	No Study Results Posted	null	June 2015	Intraocular pressure change in Ex-PRESS shunt implantation alone or combined cataract and glaucoma surgery in patients with medically uncontrolled glaucoma and cataract .	https://ClinicalTrials.gov/show/NCT02209961
148	NCT02024464	Compare the Hydrus Microstent(TM) to the iStent for Lowering IOP in Glaucoma Patients Having Cataract Surgery (Hydrus III)	Recruiting	No Results Available	Primary Open Angle Glaucoma|Pseudoexfoliative Glaucoma|Pigmentary Dispersion Glaucoma	Device: Hydrus Microstent|Device: iStent Trabecular Micro Bypass	Ivantis, Inc.	Both	Adult|Senior		300	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	CP-10-002	December 20, 2013	August 2011	January 2017	December 27, 2013	December 2013	No Study Results Posted	Hydrus III	December 2015	Intraocular pressure at Month 12|Proportion of patients requiring supplemental medication.	https://ClinicalTrials.gov/show/NCT02024464
149	NCT01841450	Multicenter Post-Approval Study Of The Glaukos® iStent® Trabecular Micro-Bypass Stent System In Conjunction With Cataract Surgery	Recruiting	No Results Available	Primary Open Angle Glaucoma	Device: iStent|Procedure: Cataract surgery	Glaukos Corporation	Both	Adult|Senior	Phase 4	360	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	GTS100-PAS2	April 24, 2013	July 2013	December 2023	June 3, 2015	June 2015	No Study Results Posted	null	December 2023	Rate of sight-threatening adverse events|Other adverse events	https://ClinicalTrials.gov/show/NCT01841450
150	NCT01784926	Late Dislocation of Intraocular Lens (IOL) Following Cataract Surgery: an Evaluation of Two Different Surgical Methods	Recruiting	No Results Available	IOL-dislocation	Procedure: Scleral suturing versus IOL exhange	Oslo University Hospital	Both	Child|Adult|Senior		80	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	2012/1981	January 29, 2013	January 2013	December 2020	February 18, 2013	February 2013	No Study Results Posted	null	December 2015	Best corrected visual acuity|Intraocular pressure (IOP)|Endothelial density|Keratometry|Questionaire Visual function (VF-14)|IOL location	https://ClinicalTrials.gov/show/NCT01784926
151	NCT01942642	Evaluation of Dry Eye and Meibomian Gland Dysfunction After Cataract Surgery	Completed	No Results Available	Meibomian Gland Dysfunction		Yonsei University	Both	Adult|Senior		48	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	4-2012-0690	August 29, 2013	November 2012	April 2013	September 13, 2013	September 2013	No Study Results Posted	null	April 2013	Ocular parameters	https://ClinicalTrials.gov/show/NCT01942642
152	NCT02049333	Cataract Surgery vs Cataract Surgery With ECPL for Treatment of Plateau Iris Configuration or Syndrome	Completed	No Results Available	Glaucoma	Procedure: Phacoemulsification|Procedure: Endoscopic Cycloplasty (ECPL)	Credit Valley EyeCare	Both	Adult|Senior		26	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	ECPLateau10.1	January 27, 2014	November 2010	November 2013	January 29, 2014	January 2014	No Study Results Posted	null	November 2013	Anterior Chamber Angle Depth (nasal angle)|Number of glaucoma medications|Intraocular pressure (IOP)	https://ClinicalTrials.gov/show/NCT02049333
153	NCT01882413	A Study to Determine the Prevalence of Inflammatory Dry Eye Disease in Patients Prior to Cataract Removal	Completed	No Results Available	Dry Eye Syndromes	Other: No intervention	Allergan	Both	Adult|Senior		204	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	GMA-RES-012-001	June 18, 2013	June 2013	March 2014	April 15, 2014	April 2014	No Study Results Posted	REVEAL	March 2014	Percentage of Patients with a Presence of Matrix Metalloproteinase-9 (MMP-9) in the Study Eye|Subject Evaluation of Symptoms of Dryness on a 5-Point Scale|Ocular Surface Disease Index© (OSDI©) Questionnaire Score|Tear Film Break-up Time (TFBUT)|Corneal Staining on a 6-Point Scale|Conjunctival Staining on a 6-Point Scale|Tear Wetting Using Schirmer's test|Artificial Tear Use|History of Punctal Plug Use	https://ClinicalTrials.gov/show/NCT01882413
154	NCT02234635	Visual Quality Change of Eyes Implanted With Diffractive Multifocal Intraocular Lens After Cataract Surgery	Recruiting	No Results Available	Dry Eye|Vision Disorders|Quality of Life	Other: Diffractive multifocal IOLs group	Wenzhou Medical University	Both	Adult|Senior		50	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	VQIOL-21	July 31, 2014	August 2012	February 2015	September 8, 2014	September 2014	No Study Results Posted	null	September 2014	To evaluate the Visual Quality Change of Eyes Implanted With Diffractive Multifocal Intraocular Lens|To evaluate the Tear-film Quality Dynamics of Eyes Implanted With Diffractive Multifocal Intraocular Lens	https://ClinicalTrials.gov/show/NCT02234635
155	NCT02034019	Phase 3 Study Evaluating Safety and Efficacy of OTX-DP for Treatment of Ocular Inflammation and Pain After Cataract Surgery	Completed	No Results Available	Post Ocular Surgical Inflammation and Pain	Drug: Dexamethasone|Drug: Punctum Plug	Ocular Therapeutix, Inc.	Both	Adult|Senior	Phase 3	247	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	OTX-13-002	January 9, 2014	February 2014	March 2015	March 10, 2015	March 2015	No Study Results Posted	null	March 2015	Absence of cells in anterior chamber of the study eye|Absence of pain in study eye|Cells in the anterior chamber in the study eye|Pain in the study eye	https://ClinicalTrials.gov/show/NCT02034019
156	NCT02089113	Second Phase 3 Study Evaluating Safety and Efficacy of OTX-DP for Treatment of Ocular Inflammation and Pain After Cataract Surgery	Completed	No Results Available	Post Ocular Surgical Inflammation and Pain	Drug: Dexamethasone|Device: Punctum Plug	Ocular Therapeutix, Inc.	Both	Adult|Senior	Phase 3	240	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	OTX-14-003	March 13, 2014	April 2014	April 2015	May 15, 2015	October 2014	No Study Results Posted	null	January 2015	Absence of cells in anterior chamber of the study eye|Cells in the anterior chamber in the study eye|Pain in the study eye	https://ClinicalTrials.gov/show/NCT02089113
157	NCT02412215	Rotational Stability After Nanoflex Collamer Toric Intraocular Lens Implantation in Astigmatic Patients	Recruiting	No Results Available	Astigmatism	Procedure: Phacoemulsification with toric Nanoflex IOL implantation|Device: NanoFlex toric Intraocular Lens	University of Turin, Italy	Both	Adult|Senior		60	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label	0026769	March 29, 2015	March 2015	September 2017	April 8, 2015	April 2015	No Study Results Posted	T-IOL	March 2017	Change in rotational stability of the toric intraocular lens (T-IOL).|Correction of the astigmatism.	https://ClinicalTrials.gov/show/NCT02412215
158	NCT02406430	Prognostic Factors in Epiretinal Membrane Surgery	Completed	No Results Available	Epiretinal Membranes	Procedure: a combined cataract and ERM surgery	Centre Hospitalier Universitaire Dijon	Both	Adult|Senior		142	Other	Observational	Observational Model: Case-Only|Time Perspective: Retrospective	CREUZOT 2013	March 30, 2015	April 2009	null	March 30, 2015	March 2015	No Study Results Posted	null	October 2013	Best corrected visual acuity|To set up a predictive score for a >= 20/20 best corrected visual acuity	https://ClinicalTrials.gov/show/NCT02406430
159	NCT02164994	Prospective Evaluation of the Long-term Effectiveness of the Femtosecond Laser-assisted Arcuate Incisions	Recruiting	No Results Available	Astigmatism		Technolas Perfect Vision GmbH	Both	Adult|Senior		100	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	1402	June 13, 2014	April 2014	November 2015	April 23, 2015	April 2015	No Study Results Posted	null	September 2015	Postoperative keratometric cylinder|Postoperative Manifest Cylinder|Postoperative Objective Cylinder	https://ClinicalTrials.gov/show/NCT02164994
160	NCT01885780	Prospective Evaluation of the Effectiveness of the Femtosecond Laser-assisted Refractive Astigmatic Keratotomy.	Completed	No Results Available	Astigmatism	Device: Laser-assisted Astigmatic keratotomy	Technolas Perfect Vision GmbH	Both	Adult|Senior	Phase 4	45	Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	1212	June 11, 2013	January 2013	March 2014	May 30, 2014	May 2014	No Study Results Posted	null	March 2014	Keratomic corneal astigmatism|Topographic corneal and subjective cylinder	https://ClinicalTrials.gov/show/NCT01885780
161	NCT01836042	Post-approval Study of The Glaukos® iStent® Trabecular Micro-bypass Stent: Extended Follow-up of the Premarket Cohort	Completed	No Results Available	Primary Open Angle Glaucoma		Glaukos Corporation	Both	Child|Adult|Senior		108	Industry	Observational	Observational Model: Cohort|Time Perspective: Retrospective	GTS100-PAS	April 17, 2013	July 2013	April 2014	May 18, 2015	May 2015	No Study Results Posted	null	April 2014	Rate of sight-threatening adverse events	https://ClinicalTrials.gov/show/NCT01836042
162	NCT02310815	ReSure Sealant Post Approval Study	Enrolling by invitation	No Results Available	Adverse Events	Device: ReSure Sealant	Ocular Therapeutix, Inc.	Both	Adult|Senior		598	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	OTX-13-003	December 3, 2014	December 2014	null	February 5, 2015	February 2015	No Study Results Posted	Clinical PAS	April 2016	Anterior chamber cells greater than level 1+ persisting at Visit 2 (≥ Day 20)|Hypotony (≤ 5 mmHg)|Ocular discomfort|Surgical reintervention	https://ClinicalTrials.gov/show/NCT02310815
163	NCT02228577	Safety and Performance Study of the CyPass System Applier Model 241	Completed	No Results Available	Open Angle Glaucoma (OAG)		Transcend Medical, Inc.	Both	Child|Adult|Senior		172	Industry	Observational	Observational Model: Case-Only|Time Perspective: Retrospective	TMI-14-01	August 27, 2014	August 2014	October 2014	May 11, 2015	May 2015	No Study Results Posted	RePASS	October 2014	Ocular adverse events in the study eye	https://ClinicalTrials.gov/show/NCT02228577
164	NCT02309736	ReSure Sealant Device Exposure Registry	Not yet recruiting	No Results Available	Endophthalmitis	Device: ReSure Sealant	Ocular Therapeutix, Inc.	Both	Child|Adult|Senior		4857	Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	OTX-14-002	December 3, 2014	January 2016	null	October 6, 2015	October 2015	No Study Results Posted	null	January 2019	Occurrence of endophthalmitis	https://ClinicalTrials.gov/show/NCT02309736
