Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
113	NCT01933165	Reproducibility of LipiView Ocular Surface Interferometer (LipiView) for Measuring Tear Lipid Layer Thickness	Completed	No Results Available	Dry Eyes	Device: LipiView	Singapore National Eye Centre	Both	Adult|Senior		20	Other	Interventional	Intervention Model: Single Group Assignment|Masking: Open Label	R1028/43/2013|2013/327/A	August 28, 2013	September 2013	February 2014	June 9, 2014	June 2014	No Study Results Posted	null	February 2014	The repeatability of objective tear lipid layer thickness measurements of LipiView from the same examiner.	https://ClinicalTrials.gov/show/NCT01933165
114	NCT02481167	Evaluation of Meibomian Gland Dysfunction in Chinese Old Patients	Recruiting	No Results Available	Dry Eye		Wenzhou Medical University	Both	Adult|Senior		100	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	WZ-ZYY-DRYEYE	June 15, 2015	January 2015	January 2018	June 24, 2015	June 2015	No Study Results Posted	null	April 2016	Tear film break-up time|Lower tear meniscus|The morphology of meibomian glands	https://ClinicalTrials.gov/show/NCT02481167
115	NCT01991132	Validating the Diagnostic Accuracy of Mediview 2.0 Software as an Image Analysis Tool of Meibomian Glands	Completed	No Results Available	Dry Eyes	Other: MediView 2.0 software	Singapore National Eye Centre	Both	Adult|Senior		100	Other	Interventional	Intervention Model: Single Group Assignment|Masking: Open Label	R1059/74/2013|2013/737/A	November 11, 2013	December 2013	December 2014	May 18, 2015	June 2014	No Study Results Posted	null	December 2014	To certify the accuracy of the software	https://ClinicalTrials.gov/show/NCT01991132
116	NCT01933178	Reproducibility of Anterior Segment Optical Coherence Tomography (AS-OCT) for Imaging Conjunctivochalasis	Completed	No Results Available	Dry Eyes	Device: Cirrus AS-OCT	Singapore National Eye Centre	Both	Adult|Senior		20	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label	R1029/44/2013|2013/328/A	August 28, 2013	September 2013	February 2014	June 9, 2014	June 2014	No Study Results Posted	null	February 2014	The repeatabilty of objective conjunctivochalasis measurements of HD-Cirrus AS-OCT from the same examiner, and between the two examiners	https://ClinicalTrials.gov/show/NCT01933178
117	NCT02066896	Laser Therapy to Treat the Dry Mouth of Sjogren's Syndrome	Recruiting	No Results Available	KERATOCONJUNCTIVITIS SICCA|XEROSTOMIA|SICCA SYNDROME|PRIMARY SJOGREN SYNDROME	Device: Laser 3R 790nm infrared Ga AIAs|Device: Laser 3R 790 nm infrared GaAIAs	Federal University of São Paulo	Both	Adult|Senior	Phase 2	34	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	LLLXS	August 15, 2013	January 2014	August 2014	February 19, 2014	February 2014	No Study Results Posted	null	June 2014	The xerostomia inventory|salivary analysis by proteomic|Salivary flux measurement	https://ClinicalTrials.gov/show/NCT02066896
118	NCT02234635	Visual Quality Change of Eyes Implanted With Diffractive Multifocal Intraocular Lens After Cataract Surgery	Recruiting	No Results Available	Dry Eye|Vision Disorders|Quality of Life	Other: Diffractive multifocal IOLs group	Wenzhou Medical University	Both	Adult|Senior		50	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	VQIOL-21	July 31, 2014	August 2012	February 2015	September 8, 2014	September 2014	No Study Results Posted	null	September 2014	To evaluate the Visual Quality Change of Eyes Implanted With Diffractive Multifocal Intraocular Lens|To evaluate the Tear-film Quality Dynamics of Eyes Implanted With Diffractive Multifocal Intraocular Lens	https://ClinicalTrials.gov/show/NCT02234635
119	NCT02160769	Tear Layer Lipid Thickness in Pterygium Patient Before and After Surgery	Recruiting	No Results Available	Dry Eye		Singapore National Eye Centre	Both	Adult|Senior		80	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	R1075/90/2013|2013/851/A	June 9, 2014	November 2013	December 2015	May 18, 2015	June 2014	No Study Results Posted	null	December 2015	tear lipid layer thickness	https://ClinicalTrials.gov/show/NCT02160769
120	NCT02493244	Lipid Layer Thickness Pre and Post Lid Scrubs With Cliradex	Recruiting	No Results Available	Dry Eye	Other: Cliradex	University of Waterloo|Canadian Optometric Education Trust Fund (COETF)	Both	Child|Adult|Senior		20	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Basic Science|Masking: Open Label	20714	June 8, 2015	June 2015	December 2015	July 6, 2015	July 2015	No Study Results Posted	HONDA	December 2015	Lipid layer thickness|Non-invasive tear breakup time (NITBUT)|Dry Eye Questionnaire (SPEED score)|Overall corneal staining grade|Conjunctival hyperemia	https://ClinicalTrials.gov/show/NCT02493244
121	NCT02005874	A Study To Investigate The Effects Of A Low Humidity Environment And Visual Tasking On Tear Film Protein Composition	Completed	No Results Available	Dry Eye		Inflamax Research Incorporated	Both	Adult|Senior		16	Industry	Observational	Observational Model: Case Control|Time Perspective: Prospective	13-RD-01|EGP #445977-12	November 28, 2013	November 2013	November 2013	December 6, 2013	December 2013	No Study Results Posted	null	November 2013	Change in Tear Protein and/or Cytokine Composition|Clinical and Subjective Sign and Symptom Scores	https://ClinicalTrials.gov/show/NCT02005874
122	NCT02111928	NovaTears® Eye Drops Observational Study	Completed	No Results Available	Dry Eye Disease	Device: NovaTears® Eye Drops	Novaliq GmbH	Both	Adult|Senior		30	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	NT-001	April 7, 2014	December 2013	May 2014	October 5, 2015	October 2015	No Study Results Posted	null	May 2014	Efficacy measured by routine ophthalmological assessment|Local Tolerability measured by ophthalmological assessment	https://ClinicalTrials.gov/show/NCT02111928
123	NCT02554084	Optical Coherence Tomography of Tear Film Dynamics In-Vivo	Recruiting	No Results Available	Dry Eye Disease	Device: Optical Coherence Tomography	University of Rochester	Both	Adult|Senior		60	Other	Interventional	Allocation: Non-Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	52165	November 24, 2014	November 2014	September 2016	September 16, 2015	September 2015	No Study Results Posted	null	September 2016	Thickness of lipid layers on patient cornea (nm)|Thickness of aqueous layers on patient cornea (um)|Thickness maps dynamics|Optical aberrations	https://ClinicalTrials.gov/show/NCT02554084
124	NCT02040623	Safety and Efficacy Study of R932348 Ophthalmic Solution in Chronic Ocular Graft Versus Host Disease Patients(DROPS-2)	Recruiting	No Results Available	Chronic Graft-versus-host Disease	Drug: R348 Ophthalmic Solution, 0.2%|Drug: R348 Ophthalmic Solution, 0.5%|Other: Placebo Ophthalmic Solution	Rigel Pharmaceuticals	Both	Adult|Senior	Phase 2	60	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	C-932348-004	January 16, 2014	March 2014	December 2015	July 17, 2015	July 2015	No Study Results Posted	DROPS-2	December 2015	Mean change of total Corneal fluorescein staining score	https://ClinicalTrials.gov/show/NCT02040623
125	NCT02260973	The Influence of PRN Omega-3 Nutritional Supplement on Visual Acuity	Recruiting	No Results Available	Cataract, Dry Eye Disease	Dietary Supplement: Omega-3 (Triglyceride form)	Physician Recommended Nutriceuticals	Both	Adult|Senior	Phase 2|Phase 3	150	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Primary Purpose: Supportive Care|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	PRN 20145	October 6, 2014	November 2014	null	June 5, 2015	June 2015	No Study Results Posted	null	April 2016	Visual Acuity	https://ClinicalTrials.gov/show/NCT02260973
126	NCT02501187	Risk of Dry Eye Post Different Surgeries for Blepharoptosis Repair	Not yet recruiting	No Results Available	Blepharoptosis	Procedure: Levator advancement|Procedure: Müller's muscle-conjunctival resection procedure|Procedure: White line advancement	Rabin Medical Center	Both	Adult|Senior		75	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	Ptosis-01	July 12, 2015	July 2015	null	July 15, 2015	July 2015	No Study Results Posted	null	July 2017	Diagnosis of objective or subjective deterioration in dry eye status|Ptosis repair procedure success	https://ClinicalTrials.gov/show/NCT02501187
127	NCT01947517	The Retention Rate Between Brand A and Brand B Punctal Plugs	Recruiting	No Results Available	Moderate to Severe Dry Eye	Device: Parasol Punctal Occluder|Device: Superflex Punctal Occluder	Queen's University	Both	Child|Adult|Senior		50	Other	Observational	Time Perspective: Prospective	Punctal plugs	September 17, 2013	September 2013	August 2014	September 26, 2013	September 2013	No Study Results Posted	null	May 2014	Length of retention|Improvement in Canadian Dry Eye Assessment scores|Improvement in corneal fluorescein staining|Improvement in lissamine green conjunctival staining|Improvement in tear meniscus height	https://ClinicalTrials.gov/show/NCT01947517
128	NCT02203188	Effect of Debridement-scaling on the Relief of Dry Eye Signs and Symptoms in Sjogren's Syndrome	Completed	No Results Available	Sjogren's Syndrome	Procedure: Lid debridgement scaling	University of Waterloo|Sjogren's Society of Canada	Both	Child|Adult|Senior		14	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	20000	July 25, 2014	August 2014	November 2014	December 18, 2014	December 2014	No Study Results Posted	TOYOTA	November 2014	Meibomian gland score (MGS)|SICCA Ocular Staining Score|Ocular Surface Disease Index Score (OSDI)|Meibomian gland yielding liquid secretions (MGYLS)|Symptom Assessment iN Dry Eye score	https://ClinicalTrials.gov/show/NCT02203188
129	NCT01870180	EyeBag Effectiveness in Meibomian Gland Dysfunction	Completed	No Results Available	Meibomian Gland Dysfunction	Device: EyeBag|Other: Placebo	Aston University	Both	Adult|Senior		18	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	2013MGD	May 24, 2013	May 2013	December 2014	January 14, 2015	January 2015	No Study Results Posted	MGD	July 2013	Change in Ocular Symptoms|Change in Tear Film Quality|Change in Ocular redness|Change in Lipid layer thickness|Change in Meibomian Glands	https://ClinicalTrials.gov/show/NCT01870180
130	NCT02212301	Comparison of Two Marketed Lenses in a Controlled Environment	Completed	No Results Available	Eye Dryness	Device: senofilcon A|Device: AIR OPTIX® AQUA	Vistakon	Both	Adult		100	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	CR-5573	August 7, 2014	July 2014	December 2014	February 10, 2015	February 2015	No Study Results Posted	null	December 2014	Tear Film Kinetics|Time Controlled Visual Acuity	https://ClinicalTrials.gov/show/NCT02212301
131	NCT01807689	Salivary Biomarkers for Sjögren's Syndrome Detection	Recruiting	No Results Available	Sjögren's Syndrome		University of California, Los Angeles|Oklahoma Medical Research Foundation|University of Minnesota - Clinical and Translational Science Institute|University Medical Center Groningen	Both	Adult|Senior		420	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	SS Biomarker Development Study	February 21, 2013	April 2013	April 2018	December 1, 2014	December 2014	No Study Results Posted	null	April 2018	With a PRoBE design, build an initial collective salivary biomarker panel to evaluate its ability to diagnose a Sjogrenn Syndrome (SS) patient.|Test the second 210 recruited subjects, refine and evaluate the collective saliva biomarker panel on entire 420 subjects.	https://ClinicalTrials.gov/show/NCT01807689
132	NCT01942642	Evaluation of Dry Eye and Meibomian Gland Dysfunction After Cataract Surgery	Completed	No Results Available	Meibomian Gland Dysfunction		Yonsei University	Both	Adult|Senior		48	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	4-2012-0690	August 29, 2013	November 2012	April 2013	September 13, 2013	September 2013	No Study Results Posted	null	April 2013	Ocular parameters	https://ClinicalTrials.gov/show/NCT01942642
133	NCT02149615	Antiacne Medications Pseudotumor Cerebri	Recruiting	No Results Available	Optic Disc Swelling	Other: Retinal nerve fibre layer measurement	University of Zurich|University Hospital, Zürich	Both	Adult|Senior	Phase 4	310	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	KEK-ZH 2013-0433 AAMPTC|2013DR4066	April 7, 2014	April 2014	December 2019	May 26, 2014	May 2014	No Study Results Posted	AAMPTC	April 2019	Retinal nerve fibre layer	https://ClinicalTrials.gov/show/NCT02149615
134	NCT02114073	Comparison of Effect of Postoperative Cyclosporine A 2% Ophthalmic Emulsion and Betamethasone Eye Drop on Surgical Success of Trabeculectomy Procedure	Completed	No Results Available	Glaucoma, Open Angle	Drug: Cyclosporine|Drug: Betamethasone	Mashhad University of Medical Sciences	Both	Adult|Senior	Phase 2	40	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	MUMS-911251|IRCT138706111154N1	April 6, 2014	April 2014	February 2015	April 17, 2015	April 2015	No Study Results Posted	BCATS	November 2014	Intraocular Pressure (IOP)|Bleb morphology|Subjective dry eye symptoms|Surgical success rate|Complications|Visual acuity	https://ClinicalTrials.gov/show/NCT02114073
135	NCT01787942	Investigating Abnormal Lipid Layer Thickness in Blepharoplasty Patients	Completed	No Results Available	Lipid Thickness	Device: Tear Science LipiView	Singapore National Eye Centre	Both	Adult|Senior		60	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	R974/83/2012|2012/975/A	February 7, 2013	January 2013	March 2014	August 15, 2014	February 2013	No Study Results Posted	null	March 2014	Lipid layer thickness|Tear break up time|Fluorescein Dye Corneal Staining	https://ClinicalTrials.gov/show/NCT01787942
136	NCT02049112	A New Oral salIvary equivAlent Compared to Two moisturizinG Mouth sprAys in Patients With xeRostomiA: NIAGARA Study	Completed	No Results Available	Xerostomia|Hyposalivation|Head and Neck Cancer|Sjögren Syndrome	Device: Salivary equivalent|Device: Aequasyal|Device: Biotene	Unither Pharmaceuticals, France	Both	Adult|Senior	Phase 4	210	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Open Label	UN/2011/001	January 27, 2014	January 2012	June 2013	January 27, 2014	January 2014	No Study Results Posted	NIAGARA	April 2013	Dry mouth discomfort|Mouth burning sensation|Speech difficulties|Chewing difficulties|Swallowing difficulties|Taste perversion|Medical device acceptability|Medical device safety assessment	https://ClinicalTrials.gov/show/NCT02049112
137	NCT02322528	Evaluation of Ocular Surface Inflammatory Mediators Effected by Lotemax	Completed	Has Results	Sjogren's Disease	Drug: Administration of Lotemax	University of Rochester|Bausch & Lomb Incorporated	Both	Adult|Senior		10	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	47817	April 16, 2014	April 2014	August 2015	September 17, 2015	September 2015	September 17, 2015	null	August 2015	Ocular Surface Temperature of Both Eyes|Visual Quality	https://ClinicalTrials.gov/show/NCT02322528
138	NCT02112019	Endoscopic Treatment of Salivary Glands Affected by Sjögren's Syndrome	Recruiting	No Results Available	Sjögren's Syndrome	Procedure: Sialoendoscopy|Drug: saline|Drug: hydrocortisone	Derk Jan Jager|VU University Medical Center	Both	Adult|Senior		60	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Supportive Care|Masking: Single Blind (Subject)	NL44018.029.13	April 8, 2014	June 2014	December 2016	June 3, 2014	June 2014	No Study Results Posted	null	December 2014	Change, compared to baseline and to a non-treatment control group, in unstimulated whole mouth saliva in ml/min after sialoendoscopic treatment|Change, compared to baseline and to a non-treatment control group, in the stimulated parotid salivary flow after performing sialoendoscopic rinsing (with or without hydrocortisone)|Change in mouthfeel score (XI score)|Change in the EULAR SS Patient Reported Index score|Change in the CODS score	https://ClinicalTrials.gov/show/NCT02112019
139	NCT02495129	Study of Pharmacodynamic Effects of VAY736 in Patients With Primary Sjögren's Syndrome	Not yet recruiting	No Results Available	Primary Sjögren's Syndrome	Drug: VAY736 lower dose|Drug: VAY736 higher dose	Novartis Pharmaceuticals|Novartis	Both	Adult|Senior	Phase 1|Phase 2	25	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	CVAY736X2103	July 8, 2015	November 2015	August 2017	July 10, 2015	July 2015	No Study Results Posted	null	August 2017	Part 1: To determine the feasibility of measuring major salivary gland infiltrating B cells in pSS patients using [Zr- 89]rituximab PET/CT imaging|Part 2: To define the normal range of PET/CT imaging values for major salivary gland tissue, cervical lymph nodes and spleen in healthy volunteers with [Zr-89]-rituximab|Part 3: To compare the effect of two different VAY736 s.c. dose regimes on salivary gland-infiltrating B cells in pSS patients, using [Zr-89]-rituximab PET/CT imaging|Safety of multiple s.c. dosing of VAY736 in pSS patients as measured by safety assessments|To assess the pharmacokinetiks of VAY736 in pSS patients Area under the curve (AUC)|To assess the pharmacokinetiks of VAY736 in pSS patients Trough concentrations|Assess the pharmacodynamic effect of VAY736 on circulating CD19+ B-cells in pSS (depletion of B cells)|Assess effect of two different VAY736 dose levels on target tissue structure and function in pSS (size of spleen and cervical lyph nodes by PET/CT imaging and ultrasound-aided size measurements)|Assess effect of two different VAY736 dose levels on target tissue structure and function in pSS (salivary glands size and echostructure by ultrasound)|Assess effect of two different VAY736 dose levels on target tissue structure and function in pSS (salivary gland function (quantitative) by salivary flow (stimulated and unstimulated)|Assess effect of two different VAY736 dose levels on target tissue structure and function in pSS|To evaluate the effect of two different VAY736 dose levels (s.c. q4w) on pSS disease activity|To evaluate the effect of on self-reported outcomes in pSS patients|To evaluate the change in the physician global assessment of patients's overall disease activity|To evaluate the change in the patients global assessment of their disease activity|To assess the immunogenicity of VAY736 (Anti-VAY736 antibodies)|To assess the immunogenicity of a micodose of rituximab|To assess the pharmacokinetiks of VAY736 in pSS patients	https://ClinicalTrials.gov/show/NCT02495129
140	NCT02464319	A Phase II Study With Low-dose Recombinant Human IL-2 for the Treatment of Primary Sjögren's Syndrome	Recruiting	No Results Available	Primary Sjögren's Syndrome	Drug: hrIL-2 active|Drug: hrIL-2 placebo	Peking University People's Hospital|Monash University|Beijing SL Pharmaceutical Company Ltd	Both	Adult	Phase 2	60	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	hrIL-2-SS1	May 30, 2015	June 2015	December 2016	June 4, 2015	June 2015	No Study Results Posted	null	June 2016	Examination of the therapeutic effects (improvement in ESSDAI) of low dose IL-2 in patients with primary Sjögren's Syndrome|Immunological Responses	https://ClinicalTrials.gov/show/NCT02464319
141	NCT02450396	Pregnancy and Medically Assisted Conception in Rare Diseases	Recruiting	No Results Available	Rheumatoid Arthritis|Spondyloarthritis|Psoriatic Arthritis|Systemic Lupus Erythematosus|Antiphospholipid Syndrome|Sjogren Syndrome|Scleroderma|Myositis|Vasculitis|Mastocytosis|Various Autoimmune and/or Systemic and/or Rare Diseases		Assistance Publique - Hôpitaux de Paris|SNFMI |SFR |CRAT 	Female	Child|Adult|Senior		1000	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	13.381bis	May 19, 2015	June 2014	December 2019	May 20, 2015	May 2015	No Study Results Posted	EGR2	June 2019	"good" obstetric outcome|Define the best therapeutic management strategies|Conduct pharmacoepidemiologic studies|Analyse the frequency of exposure to various medications (immunosuppressors, biological therapy, corticosteroids) and their maternal and fetal consequences (e.g., infectious complications).	https://ClinicalTrials.gov/show/NCT02450396
142	NCT02422407	Sjögren's Biomarker Study	Recruiting	No Results Available	Healthy|Sjögren's Syndrome		Biogen	Both	Adult|Senior		80	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	999SJ001	March 19, 2015	March 2015	March 2017	October 1, 2015	October 2015	No Study Results Posted	null	March 2017	Gene expression levels in immune cells (innate and adaptive) in salivary gland biopsy samples from participants with and without pSS including healthy volunteers|Gene expression levels in immune cells (innate and adaptive) in blood samples from participants with and without pSS including healthy volunteers|Gene expression levels in epithelial cells in salivary gland biopsy samples from participants with and without pSS including healthy volunteers|Gene expression levels in epithelial cells in blood samples from participants with and without pSS including healthy volunteers	https://ClinicalTrials.gov/show/NCT02422407
143	NCT02402309	A Study of Topical NS2 Cream to Treat Ichthyosis in Sjögren-Larsson Syndrome (SLS)	Recruiting	No Results Available	Sjögren-Larsson Syndrome	Drug: Active topical NS2 1% dermatologic cream|Drug: Vehicle placebo 0.0% NS2 dermatologic cream	Aldeyra Therapeutics, Inc.	Both	Child|Adult|Senior	Phase 2	12	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	NS-003	March 17, 2015	March 2015	April 2016	October 1, 2015	October 2015	No Study Results Posted	null	March 2016	Number of Participants with Adverse Events as a measure of Safety and Tolerability|Pharmacokinetics - Peak Plasma Concentration (Cmax)	https://ClinicalTrials.gov/show/NCT02402309
144	NCT02381587	the Effect of HCG Treatment as a Cardiovascular Disease Morbidity Factor in Sjogren Syndrome Patients	Not yet recruiting	No Results Available	Primary Sjogren Syndrome With Multisystem Involvement	Other: Retrospective study	Meir Medical Center	Both	Adult|Senior		500	Other	Observational	Observational Model: Case-Only|Time Perspective: Retrospective	HCQ and sjogren	February 16, 2015	April 2015	April 2016	March 2, 2015	March 2015	No Study Results Posted	HAS	April 2016	Arterial cardiovascular events|Cardiac events (myocardial infarction|Thrombosis of peripheral veins|Stroke (stroke and TIA)|Venous thrombosis events|Pulmonary embolism	https://ClinicalTrials.gov/show/NCT02381587
145	NCT02370550	Cyclosporine A in the TReatment of Interstitial Pneumonitis Associated With Sjogren's Syndrome	Not yet recruiting	No Results Available	Sjogren's Syndrome	Drug: Cyclosporin A|Drug: Prednisone|Drug: Placebo|Drug: Calcium carbonate D	Peking University People's Hospital	Both	Adult|Senior	Phase 4	240	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	2014-M03|U1111-1167-1974|ChiCTR-IPR-15005990	February 18, 2015	March 2015	March 2017	February 18, 2015	February 2015	No Study Results Posted	CTRIPS	March 2016	The forced vital capacity (FVC)|The diffusing capacity of carbon monoxide (DLco)	https://ClinicalTrials.gov/show/NCT02370550
146	NCT02370225	Aerobic Exercise in Primary Sjögren's Syndrome	Recruiting	No Results Available	Sjogren's Syndrome	Other: aerobic exercise	Samira Tatiyama Miyamoto|Federal University of São Paulo|Newcastle University|Federal University of Espirito Santo	Female	Adult		45	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	PRPPG 3363/2012	February 9, 2015	March 2015	March 2016	March 12, 2015	March 2015	No Study Results Posted	AEPSS	December 2015	Change from baseline in fatigue at 16 weeks|Change from baseline in aerobic capacity at 16 weeks|Change from baseline in depression at 8 weeks|Change from baseline in depression at 16 weeks|Change from baseline in disease activity at 16 weeks|Change from baseline in quality of life at 16 weeks|Change from baseline in symptoms at 8 weeks|Change from baseline in symptoms at 16 weeks	https://ClinicalTrials.gov/show/NCT02370225
147	NCT02358213	Evaluation of the Reproducibility Inter-observer of the Ultrasound Anomalies of the Salivary Glands in Sjogren's Disease	Completed	No Results Available	Sjogren's Disease	Procedure: Ultrasound	University Hospital, Brest	Both	Adult|Senior		21	Other	Interventional	Intervention Model: Single Group Assignment|Masking: Double Blind (Subject, Investigator)	RB 14.133 ETREINTE	January 26, 2015	March 2015	March 2015	March 19, 2015	March 2015	No Study Results Posted	ETREINTE	March 2015	Reproducibility between experts|Reproducibility by the sonographer	https://ClinicalTrials.gov/show/NCT02358213
148	NCT02334306	A Phase 2a, Randomized, Placebo Controlled, Study to Evaluate the Safety and Efficacy of AMG 557/MEDI5872 in Primary Sjögren's Syndrome	Recruiting	No Results Available	Primary Sjögren's Syndrome	Biological: AMG 557/MEDI5872|Other: Placebo	MedImmune LLC|Amgen	Both	Adult|Senior	Phase 2	42	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	D5181C00001	December 12, 2014	June 2015	August 2017	September 24, 2015	September 2015	No Study Results Posted	null	February 2017	Change in the European League Against Rheumatism Sjogren's Syndrome Disease Activity Index (ESSDAI) score from Day 1 to Day 99|Outcomes in peripheral blood - Change in plasma cell (PC) levels (including plasma blast [PB] levels) from baseline to Day 99|Outcomes in minor salivary gland tissue - Change in PC levels from baseline to Day 99|Change in focus score from Day 1 to Day 99|Safety and tolerability of multiple subcutaneous (SC) doses of AMG 557/MEDI5872 as measured by safety laboratory tests (hematology, chemistry and urinalysis)|Change in European League Against Rheumatism Sjogren's Syndrome Patient Reported Index (ESSPRI) score from Day 1 to Day 99|Outcomes in peripheral blood - Change in follicular helper T cells (TFH) levels from Day 1 to Day 99|Outcomes in minor salivary gland tissue - Change in TFH levels from Day 1 to Day 99|Safety and tolerability of multiple subcutaneous (SC) doses of AMG 557/MEDI5872 as measured by the number of subjects with adverse events, including serious adverse events, treatment-related adverse events and adverse events of special interest	https://ClinicalTrials.gov/show/NCT02334306
149	NCT02291029	Safety, Pharmacokinetics and Preliminary Efficacy Study of CFZ533 in Patients With Primary Sjögren's Syndrome	Recruiting	No Results Available	Primary Sjögren's Syndrome	Drug: CFZ533 active|Drug: CFZ533 placebo	Novartis Pharmaceuticals|Novartis	Both	Adult|Senior	Phase 2	30	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator)	CCFZ533X2203	November 4, 2014	October 2014	February 2017	September 8, 2015	September 2015	No Study Results Posted	null	February 2017	EULAR Sjögren's Syndrome Disease Activity Index (ESSDAI)|EULAR Sjögren's Syndrome Patient Reported Intensity (ESSPRI)|Physician global assessment of the patient's overall disease activity (VAS)|Patient's global assessment of their disease activity (VAS)|Short Form (36) Health Survey (SF-36)|Multidimensional Fatigue Inventory (MFI)	https://ClinicalTrials.gov/show/NCT02291029
